image,layer,step,token,target_type,target,obj_iou,iou_hard,io_ratio,wdp,func_iou,f1_iou
000000000285,28,20,The,object,1,0.09033447642461534,0.056197757935447075,0.7283173364502772,0.014088915559586943,0.8530020703933747,0.16336798500602495
000000000285,28,21,bear,object,1,0.3529660868652224,0.17004339979374355,0.8542428824433675,0.00827692275768318,0.6873706004140787,0.46642306095895575
000000000285,28,22,has,object,1,0.16747812600694728,0.09834095250359497,0.817493756069409,0.007463546300073308,0.8364389233954451,0.27907728729764486
000000000285,28,23,a,object,1,0.17646853256824147,0.11083989950896425,0.7775205911047149,0.011407040112869018,0.8240165631469979,0.2906849773839394
000000000285,28,24,calm,object,1,0.21429652627577878,0.07855774068879873,0.7595303635561454,0.012443539445833984,0.7349896480331263,0.3318403505388095
000000000285,28,25,and,object,1,0.2278161099874828,0.16971208550422906,0.7697088038634959,0.012392798841606226,0.7453416149068323,0.34896877037749113
000000000285,28,26,relaxed,object,1,0.14970832705711587,0.08079039170039778,0.7488607785630941,0.016545812771313596,0.8364389233954451,0.25396181320694367
000000000285,28,27,expression,object,1,0.2744619057367806,0.1792900162067672,0.8530651208731569,0.008246331008930385,0.7246376811594203,0.3981293587710367
000000000285,28,28,",",object,1,0.0763409644057086,0.05979072262709056,0.49675576212617445,0.03264720005141329,0.8178053830227743,0.139646159301975
000000000285,28,29,with,object,1,0.21212251201098148,0.1221107838897241,0.7293491430226572,0.01166944429533991,0.7370600414078675,0.32943510586706515
000000000285,28,30,its,object,1,0.14422474254960801,0.06429427006507978,0.8024098727738503,0.00681121192875289,0.8571428571428571,0.24690474894060865
000000000285,28,31,mouth,object,1,0.11740862948738753,0.06409071635916894,0.9261344984733257,0.0032317794816793055,0.9026915113871635,0.2077909196463858
000000000285,28,32,slightly,object,1,0.21207777903298689,0.11483112232730483,0.8074183890109071,0.007801801958890593,0.7971014492753623,0.33501978694044693
000000000285,28,33,open,object,1,0.17647247667151786,0.090817030078428,0.8486354815010315,0.0065019112528060296,0.8509316770186336,0.2923212252595468
000000000285,28,34,.,object,1,0.06109124729374736,0.034533130955285644,0.4892979763032887,0.0347910158509043,0.8115942028985508,0.11362926273268745
000000000285,28,35,<|im_end|>,object,1,0.13469373145207478,0.056876175825546466,0.5870228406301046,0.026932993612484087,0.7784679089026915,0.22965210721085683
000000000872,28,0,The,object,3,0.15440145497505092,0.15820651244595355,0.1764442025641883,0.08016486072742249,0.24308300395256918,0.18884949409716265
000000000872,28,0,The,object,2,0.15440145497505092,0.15820651244595355,0.1764442025641883,0.08016486072742249,0.24308300395256918,0.18884949409716265
000000000872,28,1,image,object,3,0.06291106662853875,0.03481941162724275,0.1361905650270806,0.09914170732583599,0.7292490118577075,0.11582970265667795
000000000872,28,1,image,object,2,0.06291106662853875,0.03481941162724275,0.1361905650270806,0.09914170732583599,0.7292490118577075,0.11582970265667795
000000000872,28,2,shows,object,3,0.12275313209189542,0.09302523390983838,0.19546900041392362,0.08083012415926273,0.7035573122529645,0.20903490758532195
000000000872,28,2,shows,object,2,0.12275313209189542,0.09302523390983838,0.19546900041392362,0.08083012415926273,0.7035573122529645,0.20903490758532195
000000000872,28,3,two,object,3,0.3238816077076708,0.26886183449212436,0.3506778193142784,0.0503901644200478,0.7786561264822134,0.45747622104161556
000000000872,28,3,two,object,2,0.3238816077076708,0.26886183449212436,0.3506778193142784,0.0503901644200478,0.7786561264822134,0.45747622104161556
000000000872,28,4,baseball,object,3,0.16342336983927902,0.11147956526268273,0.2257258343012741,0.07855192289734006,0.7213438735177866,0.2664756126727913
000000000872,28,4,baseball,object,2,0.16342336983927902,0.11147956526268273,0.2257258343012741,0.07855192289734006,0.7213438735177866,0.2664756126727913
000000000872,28,5,players,object,3,0.004765950560343084,0.0,0.07818290802853639,0.10721475270425761,0.857707509881423,0.009479228694726533
000000000872,28,5,players,object,2,0.004765950560343084,0.0,0.07818290802853639,0.10721475270425761,0.857707509881423,0.009479228694726533
000000000872,28,6,on,object,3,0.14607766731927996,0.10470624482486376,0.20481775785606132,0.0634758743209593,0.7193675889328063,0.24284271842097974
000000000872,28,6,on,object,2,0.14607766731927996,0.10470624482486376,0.20481775785606132,0.0634758743209593,0.7193675889328063,0.24284271842097974
000000000872,28,6,on,relation_on,3__2,0.22017500375962884,0.1407046046202848,0.34500010315677676,0.04904614740834296,0.7193675889328063,0.3371571716487038
000000000872,28,6,on,relation_on,2__3,0.22017500375962884,0.1407046046202848,0.34500010315677676,0.04904614740834296,0.7193675889328063,0.3371571716487038
000000000872,28,7,a,object,3,0.09423560063273471,0.06682203761480535,0.24285981795422337,0.07313764346887738,0.9426877470355731,0.1713429372591064
000000000872,28,7,a,object,2,0.09423560063273471,0.06682203761480535,0.24285981795422337,0.07313764346887738,0.9426877470355731,0.1713429372591064
000000000872,28,8,field,object,3,0.008667251975417033,0.005083884087442806,0.040259761205526934,0.11104562852053343,0.8122529644268774,0.017151486757921965
000000000872,28,8,field,object,2,0.008667251975417033,0.005083884087442806,0.040259761205526934,0.11104562852053343,0.8122529644268774,0.017151486757921965
000000000872,28,9,",",object,3,0.06036057985138263,0.0,0.09431333336245575,0.12526176365937222,0.7766798418972332,0.11201572683398238
000000000872,28,9,",",object,2,0.06036057985138263,0.0,0.09431333336245575,0.12526176365937222,0.7766798418972332,0.11201572683398238
000000000872,28,10,one,object,3,0.138231776197754,0.08390554173077122,0.2608527489319207,0.05671376949762142,0.8122529644268774,0.23625664925631884
000000000872,28,10,one,object,2,0.138231776197754,0.08390554173077122,0.2608527489319207,0.05671376949762142,0.8122529644268774,0.23625664925631884
000000000872,28,11,in,object,3,0.11715353519945085,0.08986866357670031,0.1765855794621665,0.07525235182484513,0.6739130434782609,0.19960720775859
000000000872,28,11,in,object,2,0.11715353519945085,0.08986866357670031,0.1765855794621665,0.07525235182484513,0.6739130434782609,0.19960720775859
000000000872,28,11,in,relation_inside,3__2,0.11715353519945085,0.08986866357670031,0.1765855794621665,0.07525235182484513,0.6739130434782609,0.19960720775859
000000000872,28,11,in,relation_inside,2__3,0.11715353519945085,0.08986866357670031,0.1765855794621665,0.07525235182484513,0.6739130434782609,0.19960720775859
000000000872,28,12,a,object,3,0.10181025133772688,0.07629380003257206,0.2635321594470671,0.0707053519194137,0.9426877470355731,0.18377302131389237
000000000872,28,12,a,object,2,0.10181025133772688,0.07629380003257206,0.2635321594470671,0.0707053519194137,0.9426877470355731,0.18377302131389237
000000000872,28,13,white,object,3,0.4733740177227888,0.4178564911960588,0.5025994236860053,0.033770994338030415,0.8201581027667985,0.600281245629485
000000000872,28,13,white,object,2,0.4733740177227888,0.4178564911960588,0.5025994236860053,0.033770994338030415,0.8201581027667985,0.600281245629485
000000000872,28,14,uniform,object,3,0.3193600411368736,0.23813006961950914,0.42079147408255946,0.05662525704023095,0.8972332015810277,0.471053795311483
000000000872,28,14,uniform,object,2,0.3193600411368736,0.23813006961950914,0.42079147408255946,0.05662525704023095,0.8972332015810277,0.471053795311483
000000000872,28,15,and,object,3,0.11662173952676747,0.06260419999663192,0.18479896216477476,0.07794856791834683,0.733201581027668,0.20123534324154999
000000000872,28,15,and,object,2,0.11662173952676747,0.06260419999663192,0.18479896216477476,0.07794856791834683,0.733201581027668,0.20123534324154999
000000000872,28,16,the,object,3,0.12348091909093187,0.05662073746696131,0.20188201012163676,0.07189138154997039,0.8359683794466403,0.21517790253715147
000000000872,28,16,the,object,2,0.12348091909093187,0.05662073746696131,0.20188201012163676,0.07189138154997039,0.8359683794466403,0.21517790253715147
000000000872,28,17,other,object,3,0.05306740410017148,0.02483080426993547,0.14455911089544446,0.1093042071101139,0.8280632411067194,0.09974268146351914
000000000872,28,17,other,object,2,0.05306740410017148,0.02483080426993547,0.14455911089544446,0.1093042071101139,0.8280632411067194,0.09974268146351914
000000000872,28,18,in,object,3,0.09445259190129322,0.08316767638520763,0.15044083085538265,0.07885701840411057,0.7094861660079052,0.16671122430230356
000000000872,28,18,in,object,2,0.09445259190129322,0.08316767638520763,0.15044083085538265,0.07885701840411057,0.7094861660079052,0.16671122430230356
000000000872,28,18,in,relation_inside,3__2,0.09445259190129322,0.08316767638520763,0.15044083085538265,0.07885701840411057,0.7094861660079052,0.16671122430230356
000000000872,28,18,in,relation_inside,2__3,0.09445259190129322,0.08316767638520763,0.15044083085538265,0.07885701840411057,0.7094861660079052,0.16671122430230356
000000000872,28,19,a,object,3,0.09808581171801665,0.06790641721281689,0.23999477889350992,0.07573602678831366,0.9407114624505929,0.17764861283594843
000000000872,28,19,a,object,2,0.09808581171801665,0.06790641721281689,0.23999477889350992,0.07573602678831366,0.9407114624505929,0.17764861283594843
000000000872,28,20,green,object,3,0.0055606395688756706,0.0,0.07490165942375396,0.11182925457543562,0.7687747035573123,0.011041415257871827
000000000872,28,20,green,object,2,0.0055606395688756706,0.0,0.07490165942375396,0.11182925457543562,0.7687747035573123,0.011041415257871827
000000000872,28,21,uniform,object,3,0.31541615369845377,0.24910806109622782,0.41319644007332906,0.05812709971125315,0.8814229249011858,0.4645821376074457
000000000872,28,21,uniform,object,2,0.31541615369845377,0.24910806109622782,0.41319644007332906,0.05812709971125315,0.8814229249011858,0.4645821376074457
000000000872,28,22,.,object,3,0.04443390136342778,0.005993174964787734,0.119916801099496,0.11927475413360193,0.8260869565217391,0.08433173314853128
000000000872,28,22,.,object,2,0.04443390136342778,0.005993174964787734,0.119916801099496,0.11927475413360193,0.8260869565217391,0.08433173314853128
000000000872,28,23,The,object,3,0.00870860662294033,0.0,0.14035850940890274,0.10702095460855657,0.924901185770751,0.01725474744928983
000000000872,28,23,The,object,2,0.00870860662294033,0.0,0.14035850940890274,0.10702095460855657,0.924901185770751,0.01725474744928983
000000000872,28,24,player,object,3,0.04744001586357327,0.03202819925701419,0.13455518066570546,0.08631104927023395,0.8517786561264822,0.08987445260554001
000000000872,28,24,player,object,2,0.04744001586357327,0.03202819925701419,0.13455518066570546,0.08631104927023395,0.8517786561264822,0.08987445260554001
000000000872,28,25,in,object,3,0.09691031959158379,0.09444292153996102,0.1486546205887981,0.07922238811086936,0.6857707509881423,0.1698220773260714
000000000872,28,25,in,object,2,0.09691031959158379,0.09444292153996102,0.1486546205887981,0.07922238811086936,0.6857707509881423,0.1698220773260714
000000000872,28,25,in,relation_inside,3__2,0.09691031959158379,0.09444292153996102,0.1486546205887981,0.07922238811086936,0.6857707509881423,0.1698220773260714
000000000872,28,25,in,relation_inside,2__3,0.09691031959158379,0.09444292153996102,0.1486546205887981,0.07922238811086936,0.6857707509881423,0.1698220773260714
000000000872,28,26,the,object,3,0.12145197478542683,0.05171966536241596,0.20525105100880522,0.07238051583696105,0.8537549407114624,0.21265276503784775
000000000872,28,26,the,object,2,0.12145197478542683,0.05171966536241596,0.20525105100880522,0.07238051583696105,0.8537549407114624,0.21265276503784775
000000000872,28,27,white,object,3,0.4698313227844796,0.42282007896221097,0.5045368278824234,0.033421992436217345,0.8260869565217391,0.5989907445790453
000000000872,28,27,white,object,2,0.4698313227844796,0.42282007896221097,0.5045368278824234,0.033421992436217345,0.8260869565217391,0.5989907445790453
000000000872,28,28,uniform,object,3,0.3088383238947856,0.2421925438318881,0.4086557286468173,0.05894936725732805,0.8873517786561265,0.4582018116364592
000000000872,28,28,uniform,object,2,0.3088383238947856,0.2421925438318881,0.4086557286468173,0.05894936725732805,0.8873517786561265,0.4582018116364592
000000000872,28,29,is,object,3,0.020443556259977718,0.0006644744688463701,0.07614638056744576,0.08962730966579262,0.6897233201581028,0.039710096225805354
000000000872,28,29,is,object,2,0.020443556259977718,0.0006644744688463701,0.07614638056744576,0.08962730966579262,0.6897233201581028,0.039710096225805354
000000000872,28,30,running,object,3,0.16625238633264502,0.1468601206480187,0.24407538123293657,0.06072226937990687,0.7944664031620553,0.27496482182111737
000000000872,28,30,running,object,2,0.16625238633264502,0.1468601206480187,0.24407538123293657,0.06072226937990687,0.7944664031620553,0.27496482182111737
000000000872,28,31,towards,object,3,0.14354729271271544,0.10871023023619701,0.25247028939157945,0.06244048189410622,0.8616600790513834,0.246096427584651
000000000872,28,31,towards,object,2,0.14354729271271544,0.10871023023619701,0.25247028939157945,0.06244048189410622,0.8616600790513834,0.246096427584651
000000000872,28,32,the,object,3,0.11268083283504833,0.0559743248664513,0.20057962295367057,0.07432891205542422,0.8557312252964426,0.19913941867970217
000000000872,28,32,the,object,2,0.11268083283504833,0.0559743248664513,0.20057962295367057,0.07432891205542422,0.8557312252964426,0.19913941867970217
000000000872,28,33,base,object,3,0.0,0.0,0.0350797871482171,0.1075688826013457,0.8181818181818182,0.0
000000000872,28,33,base,object,2,0.0,0.0,0.0350797871482171,0.1075688826013457,0.8181818181818182,0.0
000000000872,28,34,",",object,3,0.033311666072564354,0.0,0.07182899234066213,0.1315968258528629,0.8023715415019763,0.06396761982143444
000000000872,28,34,",",object,2,0.033311666072564354,0.0,0.07182899234066213,0.1315968258528629,0.8023715415019763,0.06396761982143444
000000000872,28,35,while,object,3,0.24007811300803303,0.16180209736950027,0.322047929227663,0.05318006076366925,0.7628458498023716,0.36521730246300743
000000000872,28,35,while,object,2,0.24007811300803303,0.16180209736950027,0.322047929227663,0.05318006076366925,0.7628458498023716,0.36521730246300743
000000000872,28,36,the,object,3,0.1114206381719696,0.057103167449603934,0.20333388887219064,0.07419207059476564,0.8517786561264822,0.19706351947859363
000000000872,28,36,the,object,2,0.1114206381719696,0.057103167449603934,0.20333388887219064,0.07419207059476564,0.8517786561264822,0.19706351947859363
000000000872,28,37,player,object,3,0.04849059007101232,0.03269765213224724,0.13493903226846604,0.08739865582019622,0.8537549407114624,0.09176899067649023
000000000872,28,37,player,object,2,0.04849059007101232,0.03269765213224724,0.13493903226846604,0.08739865582019622,0.8537549407114624,0.09176899067649023
000000000872,28,38,in,object,3,0.08387382261837031,0.06253820473033338,0.139253610561679,0.08443811378322949,0.7154150197628458,0.1501449520735033
000000000872,28,38,in,object,2,0.08387382261837031,0.06253820473033338,0.139253610561679,0.08443811378322949,0.7154150197628458,0.1501449520735033
000000000872,28,38,in,relation_inside,3__2,0.08387382261837031,0.06253820473033338,0.139253610561679,0.08443811378322949,0.7154150197628458,0.1501449520735033
000000000872,28,38,in,relation_inside,2__3,0.08387382261837031,0.06253820473033338,0.139253610561679,0.08443811378322949,0.7154150197628458,0.1501449520735033
000000000872,28,39,the,object,3,0.11761777166238187,0.062482843085499506,0.2095616496808172,0.07362855813573083,0.8478260869565217,0.20657734619124202
000000000872,28,39,the,object,2,0.11761777166238187,0.062482843085499506,0.2095616496808172,0.07362855813573083,0.8478260869565217,0.20657734619124202
000000000872,28,40,green,object,3,0.006041333426799814,0.0,0.06860307259717266,0.11346266370827204,0.7747035573122529,0.011989172269115776
000000000872,28,40,green,object,2,0.006041333426799814,0.0,0.06860307259717266,0.11346266370827204,0.7747035573122529,0.011989172269115776
000000000872,28,41,uniform,object,3,0.3132914224350083,0.2477454248160493,0.410631459477441,0.05881598860512404,0.8754940711462451,0.4614537851678052
000000000872,28,41,uniform,object,2,0.3132914224350083,0.2477454248160493,0.410631459477441,0.05881598860512404,0.8754940711462451,0.4614537851678052
000000000872,28,42,is,object,3,0.01843743484347541,0.0006432191833689247,0.07731173716589144,0.09152252092895072,0.6956521739130435,0.035922779082525544
000000000872,28,42,is,object,2,0.01843743484347541,0.0006432191833689247,0.07731173716589144,0.09152252092895072,0.6956521739130435,0.035922779082525544
000000000872,28,43,holding,object,3,0.16288455680779776,0.11364817059594785,0.3347972027199951,0.042178992200159304,0.8932806324110671,0.2755281491958248
000000000872,28,43,holding,object,2,0.16288455680779776,0.11364817059594785,0.3347972027199951,0.042178992200159304,0.8932806324110671,0.2755281491958248
000000000872,28,44,a,object,3,0.13768942618763835,0.0713425792160262,0.2279930458921521,0.08055568047137494,0.8280632411067194,0.23611749959642353
000000000872,28,44,a,object,2,0.13768942618763835,0.0713425792160262,0.2279930458921521,0.08055568047137494,0.8280632411067194,0.23611749959642353
000000000872,28,45,baseball,object,3,0.1152485596536219,0.07298334204530885,0.2001213448614143,0.08438828048591746,0.7648221343873518,0.2003126566449385
000000000872,28,45,baseball,object,2,0.1152485596536219,0.07298334204530885,0.2001213448614143,0.08438828048591746,0.7648221343873518,0.2003126566449385
000000000872,28,46,glove,object,3,0.06203632893438176,0.04064245810055866,0.1383413140209681,0.08876553072949381,0.7648221343873518,0.11476391573605503
000000000872,28,46,glove,object,2,0.06203632893438176,0.04064245810055866,0.1383413140209681,0.08876553072949381,0.7648221343873518,0.11476391573605503
000000000872,28,47,and,object,3,0.12336001530758682,0.05819030477355127,0.18204285401413745,0.08227446681732452,0.717391304347826,0.21051980583782778
000000000872,28,47,and,object,2,0.12336001530758682,0.05819030477355127,0.18204285401413745,0.08227446681732452,0.717391304347826,0.21051980583782778
000000000872,28,48,appears,object,3,0.11108697865408762,0.10549699288206299,0.17911482657008498,0.0934079677496855,0.7490118577075099,0.1934788438984283
000000000872,28,48,appears,object,2,0.11108697865408762,0.10549699288206299,0.17911482657008498,0.0934079677496855,0.7490118577075099,0.1934788438984283
000000000872,28,49,to,object,3,0.1625601225183259,0.12302355508308623,0.25775718098633216,0.055351108214865594,0.8023715415019763,0.27034788256059333
000000000872,28,49,to,object,2,0.1625601225183259,0.12302355508308623,0.25775718098633216,0.055351108214865594,0.8023715415019763,0.27034788256059333
000000000872,28,50,be,object,3,0.22859745639069384,0.17036758120980217,0.25508348251651225,0.0672027219210529,0.7114624505928854,0.34601732360842874
000000000872,28,50,be,object,2,0.22859745639069384,0.17036758120980217,0.25508348251651225,0.0672027219210529,0.7114624505928854,0.34601732360842874
000000000872,28,51,trying,object,3,0.06685421468024566,0.04006159395630572,0.15441431425245572,0.09021852821054628,0.7430830039525692,0.12267180598354137
000000000872,28,51,trying,object,2,0.06685421468024566,0.04006159395630572,0.15441431425245572,0.09021852821054628,0.7430830039525692,0.12267180598354137
000000000872,28,52,to,object,3,0.1606393463470465,0.12040477508103407,0.25863372049765065,0.054842479171826504,0.7845849802371542,0.26667789821801546
000000000872,28,52,to,object,2,0.1606393463470465,0.12040477508103407,0.25863372049765065,0.054842479171826504,0.7845849802371542,0.26667789821801546
000000000872,28,53,catch,object,3,0.012919839278975293,0.00013210164277828627,0.11383438915737479,0.08175806840218805,0.8241106719367589,0.02544083468127491
000000000872,28,53,catch,object,2,0.012919839278975293,0.00013210164277828627,0.11383438915737479,0.08175806840218805,0.8241106719367589,0.02544083468127491
000000000872,28,54,a,object,3,0.1226569762528522,0.06335214200954156,0.21385891336879728,0.08469868412478467,0.8241106719367589,0.21353269370950245
000000000872,28,54,a,object,2,0.1226569762528522,0.06335214200954156,0.21385891336879728,0.08469868412478467,0.8241106719367589,0.21353269370950245
000000000872,28,55,ball,object,3,0.04856754665955911,0.03520234615806642,0.12387533978633869,0.09085890449013849,0.766798418972332,0.09134920897281631
000000000872,28,55,ball,object,2,0.04856754665955911,0.03520234615806642,0.12387533978633869,0.09085890449013849,0.766798418972332,0.09134920897281631
000000000872,28,56,.,object,3,0.037088333720138054,0.0034125225553716843,0.1107596659955515,0.1234719791707872,0.8142292490118577,0.0709451013924517
000000000872,28,56,.,object,2,0.037088333720138054,0.0034125225553716843,0.1107596659955515,0.1234719791707872,0.8142292490118577,0.0709451013924517
000000000872,28,57,The,object,3,0.0,0.0,0.12878446843960129,0.11457227690592621,0.9703557312252964,0.0
000000000872,28,57,The,object,2,0.0,0.0,0.12878446843960129,0.11457227690592621,0.9703557312252964,0.0
000000000872,28,58,background,object,3,0.005523342558407592,0.0,0.0588875768163046,0.12374128196329995,0.7430830039525692,0.010965180830457737
000000000872,28,58,background,object,2,0.005523342558407592,0.0,0.0588875768163046,0.12374128196329995,0.7430830039525692,0.010965180830457737
000000000872,28,59,features,object,3,0.0077741551591800516,0.0,0.0930638156802009,0.11342191020316879,0.782608695652174,0.015395378132706115
000000000872,28,59,features,object,2,0.0077741551591800516,0.0,0.0930638156802009,0.11342191020316879,0.782608695652174,0.015395378132706115
000000000872,28,60,green,object,3,0.006138663869300853,0.0,0.06802658234612553,0.11358241656808758,0.7845849802371542,0.012182014554580648
000000000872,28,60,green,object,2,0.006138663869300853,0.0,0.06802658234612553,0.11358241656808758,0.7845849802371542,0.012182014554580648
000000000872,28,61,trees,object,3,0.0,0.0,0.00851429925761428,0.13798221693722906,0.83399209486166,0.0
000000000872,28,61,trees,object,2,0.0,0.0,0.00851429925761428,0.13798221693722906,0.83399209486166,0.0
000000000872,28,62,and,object,3,0.1304625177943112,0.0697818810063708,0.20716986385779643,0.07714588285254996,0.7351778656126482,0.22160046414882345
000000000872,28,62,and,object,2,0.1304625177943112,0.0697818810063708,0.20716986385779643,0.07714588285254996,0.7351778656126482,0.22160046414882345
000000000872,28,63,a,object,3,0.12540049545829893,0.0651941443268557,0.22290750006535515,0.08148933075255653,0.8241106719367589,0.21767808557083249
000000000872,28,63,a,object,2,0.12540049545829893,0.0651941443268557,0.22290750006535515,0.08148933075255653,0.8241106719367589,0.21767808557083249
000000000872,28,64,dirt,object,3,0.0,0.0,0.05300775922569735,0.1293866101037076,0.9268774703557312,0.0
000000000872,28,64,dirt,object,2,0.0,0.0,0.05300775922569735,0.1293866101037076,0.9268774703557312,0.0
000000000872,28,65,path,object,3,0.04348233603324247,0.0014067008245115052,0.10228729395266431,0.11323569545514009,0.8359683794466403,0.08266491196935175
000000000872,28,65,path,object,2,0.04348233603324247,0.0014067008245115052,0.10228729395266431,0.11323569545514009,0.8359683794466403,0.08266491196935175
000000000872,28,66,.,object,3,0.04506681831106056,0.004854089522457358,0.12008742718225421,0.1224219165516245,0.8399209486166008,0.0855437017358276
000000000872,28,66,.,object,2,0.04506681831106056,0.004854089522457358,0.12008742718225421,0.1224219165516245,0.8399209486166008,0.0855437017358276
000000000872,28,67,<|im_end|>,object,3,0.0284058025129287,0.012928112914158128,0.10804086005945183,0.1307718218317651,0.9031620553359684,0.055079279013092834
000000000872,28,67,<|im_end|>,object,2,0.0284058025129287,0.012928112914158128,0.10804086005945183,0.1307718218317651,0.9031620553359684,0.055079279013092834
000000001296,28,0,The,object,1,0.005621763787293499,0.007035654728817597,0.019457258568155656,0.2741669004327387,0.3681159420289855,0.011074402396215724
000000001296,28,0,The,object,2,0.6731345716692176,0.6894196266173255,0.7854805740394102,0.0097803737745658,0.3681159420289855,0.4759499538342832
000000001296,28,1,image,object,1,0.06483085510803137,0.06745917155966247,0.05617478594034155,0.25904237520316287,0.7072463768115942,0.11877409534989583
000000001296,28,1,image,object,2,0.11543385230611673,0.0768899409293498,0.48610376116906956,0.029934169148086866,0.7072463768115942,0.19847364970095688
000000001296,28,2,shows,object,1,0.023752427999328554,0.024243985851818885,0.025153464636662976,0.2706919900797114,0.6927536231884058,0.04593005328784102
000000001296,28,2,shows,object,2,0.29450352326019646,0.15695568730764,0.7785151893896238,0.01079066839179191,0.6927536231884058,0.4133034306495617
000000001296,28,3,a,object,1,0.0028362147631144103,0.0,0.010715086988516349,0.2587337416947068,0.7043478260869566,0.005649679821151091
000000001296,28,3,a,object,2,0.31685446402617173,0.12390456644433043,0.8226747314123696,0.010381721006911825,0.7043478260869566,0.4370843173453098
000000001296,28,4,woman,object,1,0.0,0.0,0.001689033820584171,0.29531258634735413,0.8840579710144928,0.0
000000001296,28,4,woman,object,2,0.11715327910135681,0.05347653983786587,0.8541901338961888,0.005754528944038124,0.8840579710144928,0.2068899849218754
000000001296,28,5,holding,object,1,0.0029312186143743324,0.0,0.02746872720542606,0.21120529541767824,0.8463768115942029,0.005842204186649336
000000001296,28,5,holding,object,2,0.18098249251915763,0.12451512600267552,0.8589856400988536,0.005825573878915223,0.8463768115942029,0.29820021945473957
000000001296,28,6,a,object,1,0.0043965430609988945,0.0,0.009764280639891352,0.256829371049745,0.6782608695652174,0.008736455693528974
000000001296,28,6,a,object,2,0.3029600701675299,0.11076624836304767,0.8352472408486933,0.010298509638224805,0.6782608695652174,0.41883729201974795
000000001296,28,7,Hello,object,1,0.19380178629075648,0.29970599044468943,0.12701778810531494,0.19995582463115805,0.8608695652173913,0.31637923844978627
000000001296,28,7,Hello,object,2,0.055455761863738844,0.025448836686146968,0.5042575611704704,0.028000089078927957,0.8608695652173913,0.10419918819991146
000000001296,28,8,Kitty,object,1,0.2169524773777131,0.3202558635394456,0.12293078773836012,0.2379093388283961,0.8782608695652174,0.34795206243228366
000000001296,28,8,Kitty,object,2,0.06638250961049576,0.025655169647065903,0.5535580609596253,0.024998298065313455,0.8782608695652174,0.12343528129167315
000000001296,28,9,-themed,object,1,0.015119916579770595,0.005286803412597568,0.02497589650463397,0.277186211952283,0.736231884057971,0.029631298310259725
000000001296,28,9,-themed,object,2,0.2236681026829519,0.14731953780151774,0.708698207584875,0.01786294630992646,0.736231884057971,0.34310155415469606
000000001296,28,10,phone,object,1,0.1584401302711162,0.1199479698968689,0.09360233844430295,0.17671129215791254,0.8347826086956521,0.26633112610247367
