image,layer,step,token,target_type,target,obj_iou,iou_hard,io_ratio,wdp,func_iou,f1_iou
000000000785,28,3,a,object,3_first_person,0.04795987557985599,0.017667307887010226,0.075511513345281,0.11165780085731457,0.7130434782608696,0.08987470640655394
000000000785,28,4,person,object,2,0.1342071985097154,0.060209874419404785,0.14218595561094377,0.0973739743688808,0.7478260869565218,0.22757337111119572
000000000785,28,4,person,object,2_person,0.1342071985097154,0.060209874419404785,0.14218595561094377,0.0973739743688808,0.7478260869565218,0.22757337111119572
000000000785,28,4,person,object,1,0.1342071985097154,0.060209874419404785,0.14218595561094377,0.0973739743688808,0.7478260869565218,0.22757337111119572
000000000785,28,4,person,object,3,0.12980837934394285,0.05601791125785879,0.15141161272949386,0.08046853478238046,0.7478260869565218,0.22121759367120056
000000000785,28,4,person,object,3_second_skis,0.002697189865309081,0.0014075695964967157,0.010194165440898082,0.24343268575484764,0.7478260869565218,0.005374993701179256
000000000785,28,4,person,object,1_person,0.1342071985097154,0.060209874419404785,0.14218595561094377,0.0973739743688808,0.7478260869565218,0.22757337111119572
000000000785,28,4,person,object,3_first_person,0.1342071985097154,0.060209874419404785,0.14218595561094377,0.0973739743688808,0.7478260869565218,0.22757337111119572
000000000785,28,5,skiing,object,2,0.13958979251132841,0.17151270973900942,0.13399868844397586,0.13602720310390082,0.7333333333333333,0.23453576795227907
000000000785,28,5,skiing,object,2_person,0.13958979251132841,0.17151270973900942,0.13399868844397586,0.13602720310390082,0.7333333333333333,0.23453576795227907
000000000785,28,5,skiing,object,1,0.13958979251132841,0.17151270973900942,0.13399868844397586,0.13602720310390082,0.7333333333333333,0.23453576795227907
000000000785,28,5,skiing,object,3,0.17520126151547846,0.21189929159486884,0.16658229150731216,0.09738636576850287,0.7333333333333333,0.28283111251857446
000000000785,28,5,skiing,object,3_second_skis,0.04898299872600272,0.06492222515159504,0.035722487769918494,0.14554667506044106,0.7333333333333333,0.09183207421439214
000000000785,28,5,skiing,object,1_person,0.13958979251132841,0.17151270973900942,0.13399868844397586,0.13602720310390082,0.7333333333333333,0.23453576795227907
000000000785,28,5,skiing,object,3_first_person,0.13958979251132841,0.17151270973900942,0.13399868844397586,0.13602720310390082,0.7333333333333333,0.23453576795227907
000000000785,28,6,down,object,2,0.13388623488252321,0.12603871098500202,0.16681811497120294,0.1531745901263941,0.8579710144927536,0.23162709924462405
000000000785,28,6,down,object,2_person,0.13388623488252321,0.12603871098500202,0.16681811497120294,0.1531745901263941,0.8579710144927536,0.23162709924462405
000000000785,28,6,down,object,1,0.13388623488252321,0.12603871098500202,0.16681811497120294,0.1531745901263941,0.8579710144927536,0.23162709924462405
000000000785,28,6,down,object,3,0.12699182369956694,0.1156277599590945,0.1762261949100723,0.09558881980665143,0.8579710144927536,0.2212373900557822
000000000785,28,6,down,object,3_second_skis,0.0014049172102358254,0.0,0.00990681965877508,0.16405319068308488,0.8579710144927536,0.0028052408723053543
000000000785,28,6,down,object,1_person,0.13388623488252321,0.12603871098500202,0.16681811497120294,0.1531745901263941,0.8579710144927536,0.23162709924462405
000000000785,28,6,down,object,3_first_person,0.13388623488252321,0.12603871098500202,0.16681811497120294,0.1531745901263941,0.8579710144927536,0.23162709924462405
000000000785,28,7,a,object,2,0.05109383847222937,0.044058256749451456,0.06993999341643865,0.1087315731743462,0.6579710144927536,0.09482423107935903
000000000785,28,7,a,object,2_person,0.05109383847222937,0.044058256749451456,0.06993999341643865,0.1087315731743462,0.6579710144927536,0.09482423107935903
000000000785,28,7,a,object,1,0.05109383847222937,0.044058256749451456,0.06993999341643865,0.1087315731743462,0.6579710144927536,0.09482423107935903
000000000785,28,7,a,object,3,0.06710568842921784,0.053513538194602986,0.08511011375079972,0.08072693652360778,0.6579710144927536,0.12179014362500805
000000000785,28,7,a,object,3_second_skis,0.022419295767278816,0.018300270844008492,0.015566982632306757,0.23059459944404806,0.6579710144927536,0.04336113127352413
000000000785,28,7,a,object,1_person,0.05109383847222937,0.044058256749451456,0.06993999341643865,0.1087315731743462,0.6579710144927536,0.09482423107935903
000000000785,28,7,a,object,3_first_person,0.05109383847222937,0.044058256749451456,0.06993999341643865,0.1087315731743462,0.6579710144927536,0.09482423107935903
000000000785,28,8,snowy,object,2,0.0,0.0,0.0516022462518086,0.19317360021516422,0.8492753623188406,0.0
000000000785,28,8,snowy,object,2_person,0.0,0.0,0.0516022462518086,0.19317360021516422,0.8492753623188406,0.0
000000000785,28,8,snowy,object,1,0.0,0.0,0.0516022462518086,0.19317360021516422,0.8492753623188406,0.0
000000000785,28,8,snowy,object,3,0.020518710738645227,0.017267630977922346,0.07610728859256088,0.16664275584657307,0.8492753623188406,0.040069336034040094
000000000785,28,8,snowy,object,3_second_skis,0.03362379458580225,0.032926426921807986,0.02539724128928517,0.2567113221336648,0.8492753623188406,0.0646865728799776
000000000785,28,8,snowy,object,1_person,0.0,0.0,0.0516022462518086,0.19317360021516422,0.8492753623188406,0.0
000000000785,28,8,snowy,object,3_first_person,0.0,0.0,0.0516022462518086,0.19317360021516422,0.8492753623188406,0.0
000000000785,28,9,slope,object,2,0.0,0.0,0.008764059478514366,0.2100249703229043,0.7681159420289855,0.0
000000000785,28,9,slope,object,2_person,0.0,0.0,0.008764059478514366,0.2100249703229043,0.7681159420289855,0.0
000000000785,28,9,slope,object,1,0.0,0.0,0.008764059478514366,0.2100249703229043,0.7681159420289855,0.0
000000000785,28,9,slope,object,3,0.0,0.0,0.011947399672093613,0.18510319170966322,0.7681159420289855,0.0
000000000785,28,9,slope,object,3_second_skis,0.0,0.0,0.0032123148964072483,0.28151601834000767,0.7681159420289855,0.0
000000000785,28,9,slope,object,1_person,0.0,0.0,0.008764059478514366,0.2100249703229043,0.7681159420289855,0.0
000000000785,28,9,slope,object,3_first_person,0.0,0.0,0.008764059478514366,0.2100249703229043,0.7681159420289855,0.0
000000000785,28,10,.,object,2,0.11502883762200532,0.10994222898597834,0.15052841658223512,0.14937537775976192,0.7217391304347827,0.19843210163273278
000000000785,28,10,.,object,2_person,0.11502883762200532,0.10994222898597834,0.15052841658223512,0.14937537775976192,0.7217391304347827,0.19843210163273278
000000000785,28,10,.,object,1,0.11502883762200532,0.10994222898597834,0.15052841658223512,0.14937537775976192,0.7217391304347827,0.19843210163273278
000000000785,28,10,.,object,3,0.11667203089797232,0.10908116947193323,0.15682802299887655,0.133214751275202,0.7217391304347827,0.20087225459285604
000000000785,28,10,.,object,3_second_skis,0.007682694205091101,0.006092767295597485,0.007273869666681499,0.3049987343251654,0.7217391304347827,0.01520355121733955
000000000785,28,10,.,object,1_person,0.11502883762200532,0.10994222898597834,0.15052841658223512,0.14937537775976192,0.7217391304347827,0.19843210163273278
000000000785,28,10,.,object,3_first_person,0.11502883762200532,0.10994222898597834,0.15052841658223512,0.14937537775976192,0.7217391304347827,0.19843210163273278
000000000785,28,11,They,object,2,0.0,0.0,0.036524506777558106,0.14286382549746593,0.8840579710144928,0.0
000000000785,28,11,They,object,2_person,0.0,0.0,0.036524506777558106,0.14286382549746593,0.8840579710144928,0.0
000000000785,28,11,They,object,1,0.0,0.0,0.036524506777558106,0.14286382549746593,0.8840579710144928,0.0
000000000785,28,11,They,object,3,0.03017137340091721,0.02754085779568486,0.07276101787555214,0.10203340717276582,0.8840579710144928,0.05835131701792246
000000000785,28,11,They,object,3_second_skis,0.05409850255344932,0.052903139343987673,0.036942974479840046,0.198324042383797,0.8840579710144928,0.10195785831000004
000000000785,28,11,They,object,1_person,0.0,0.0,0.036524506777558106,0.14286382549746593,0.8840579710144928,0.0
000000000785,28,11,They,object,3_first_person,0.0,0.0,0.036524506777558106,0.14286382549746593,0.8840579710144928,0.0
000000000785,28,12,are,object,2,0.03342289529392607,0.010042826952927755,0.0775105934494149,0.16923223481756688,0.8057971014492754,0.06418358059723256
000000000785,28,12,are,object,2_person,0.03342289529392607,0.010042826952927755,0.0775105934494149,0.16923223481756688,0.8057971014492754,0.06418358059723256
000000000785,28,12,are,object,1,0.03342289529392607,0.010042826952927755,0.0775105934494149,0.16923223481756688,0.8057971014492754,0.06418358059723256
000000000785,28,12,are,object,3,0.031885146156435284,0.009416922402455064,0.0846320085902707,0.12880331462007502,0.8057971014492754,0.06134296966559448
000000000785,28,12,are,object,3_second_skis,0.0,0.0,0.0078000831781207865,0.252519772222705,0.8057971014492754,0.0
000000000785,28,12,are,object,1_person,0.03342289529392607,0.010042826952927755,0.0775105934494149,0.16923223481756688,0.8057971014492754,0.06418358059723256
000000000785,28,12,are,object,3_first_person,0.03342289529392607,0.010042826952927755,0.0775105934494149,0.16923223481756688,0.8057971014492754,0.06418358059723256
000000000785,28,13,wearing,object,2,0.164956590370955,0.07924274331864267,0.1478681491056166,0.10633137211841757,0.7797101449275362,0.27230413050216984
000000000785,28,13,wearing,object,2_person,0.164956590370955,0.07924274331864267,0.1478681491056166,0.10633137211841757,0.7797101449275362,0.27230413050216984
000000000785,28,13,wearing,object,1,0.164956590370955,0.07924274331864267,0.1478681491056166,0.10633137211841757,0.7797101449275362,0.27230413050216984
000000000785,28,13,wearing,object,3,0.1826099092812282,0.07869742198100407,0.1674807276659197,0.07537121893324064,0.7797101449275362,0.29591568461688184
000000000785,28,13,wearing,object,3_second_skis,0.03242560865644725,0.012211402544369405,0.0216735515981639,0.21396177695754245,0.7797101449275362,0.06226194552649398
000000000785,28,13,wearing,object,1_person,0.164956590370955,0.07924274331864267,0.1478681491056166,0.10633137211841757,0.7797101449275362,0.27230413050216984
000000000785,28,13,wearing,object,3_first_person,0.164956590370955,0.07924274331864267,0.1478681491056166,0.10633137211841757,0.7797101449275362,0.27230413050216984
000000000785,28,14,a,object,2,0.048838749606401805,0.031843575418994415,0.07192022370872209,0.10807644990383351,0.6869565217391305,0.09119411027023809
000000000785,28,14,a,object,2_person,0.048838749606401805,0.031843575418994415,0.07192022370872209,0.10807644990383351,0.6869565217391305,0.09119411027023809
000000000785,28,14,a,object,1,0.048838749606401805,0.031843575418994415,0.07192022370872209,0.10807644990383351,0.6869565217391305,0.09119411027023809
000000000785,28,14,a,object,3,0.058768183355886336,0.03234428013571474,0.08475323070558184,0.08043907389649575,0.6869565217391305,0.10827370087448887
000000000785,28,14,a,object,3_second_skis,0.01500188571189116,0.0037961983784809785,0.013164687248799241,0.2323670538620337,0.6869565217391305,0.029362546608967782
000000000785,28,14,a,object,1_person,0.048838749606401805,0.031843575418994415,0.07192022370872209,0.10807644990383351,0.6869565217391305,0.09119411027023809
000000000785,28,14,a,object,3_first_person,0.048838749606401805,0.031843575418994415,0.07192022370872209,0.10807644990383351,0.6869565217391305,0.09119411027023809
000000000785,28,15,red,object,2,0.2120258668395339,0.21034293487339809,0.20261549510853605,0.10347168613303284,0.8115942028985508,0.3362164722611113
000000000785,28,15,red,object,2_person,0.2120258668395339,0.21034293487339809,0.20261549510853605,0.10347168613303284,0.8115942028985508,0.3362164722611113
000000000785,28,15,red,object,1,0.2120258668395339,0.21034293487339809,0.20261549510853605,0.10347168613303284,0.8115942028985508,0.3362164722611113
000000000785,28,15,red,object,3,0.20074549782188889,0.1938975295334052,0.20472753918225994,0.09756856061720186,0.8115942028985508,0.32187591215534184
000000000785,28,15,red,object,3_second_skis,0.0,0.0,0.002404476164249102,0.2822409931792579,0.8115942028985508,0.0
000000000785,28,15,red,object,1_person,0.2120258668395339,0.21034293487339809,0.20261549510853605,0.10347168613303284,0.8115942028985508,0.3362164722611113
000000000785,28,15,red,object,3_first_person,0.2120258668395339,0.21034293487339809,0.20261549510853605,0.10347168613303284,0.8115942028985508,0.3362164722611113
000000000785,28,16,jacket,object,2,0.3693968969711353,0.28870332144867705,0.36240710486095157,0.07495648846880779,0.927536231884058,0.5283680372768488
000000000785,28,16,jacket,object,2_person,0.3693968969711353,0.28870332144867705,0.36240710486095157,0.07495648846880779,0.927536231884058,0.5283680372768488
000000000785,28,16,jacket,object,1,0.3693968969711353,0.28870332144867705,0.36240710486095157,0.07495648846880779,0.927536231884058,0.5283680372768488
000000000785,28,16,jacket,object,3,0.33416525776239164,0.25982323800945734,0.3653207792700967,0.07044153066396136,0.927536231884058,0.4913212618911105
000000000785,28,16,jacket,object,3_second_skis,0.0,0.0,0.0035075901474703594,0.24943215082809453,0.927536231884058,0.0
000000000785,28,16,jacket,object,1_person,0.3693968969711353,0.28870332144867705,0.36240710486095157,0.07495648846880779,0.927536231884058,0.5283680372768488
000000000785,28,16,jacket,object,3_first_person,0.3693968969711353,0.28870332144867705,0.36240710486095157,0.07495648846880779,0.927536231884058,0.5283680372768488
000000000785,28,17,",",object,2,0.03946599640616904,0.024313997915943037,0.055826491299006596,0.19998012106996857,0.744927536231884,0.0749606064927865
000000000785,28,17,",",object,2_person,0.03946599640616904,0.024313997915943037,0.055826491299006596,0.19998012106996857,0.744927536231884,0.0749606064927865
000000000785,28,17,",",object,1,0.03946599640616904,0.024313997915943037,0.055826491299006596,0.19998012106996857,0.744927536231884,0.0749606064927865
000000000785,28,17,",",object,3,0.03797804063013844,0.022964085420149032,0.057244550116607534,0.19094979605134005,0.744927536231884,0.07227152053486863
000000000785,28,17,",",object,3_second_skis,0.0,0.0,0.0015959269427917888,0.3700781624208466,0.744927536231884,0.0
000000000785,28,17,",",object,1_person,0.03946599640616904,0.024313997915943037,0.055826491299006596,0.19998012106996857,0.744927536231884,0.0749606064927865
000000000785,28,17,",",object,3_first_person,0.03946599640616904,0.024313997915943037,0.055826491299006596,0.19998012106996857,0.744927536231884,0.0749606064927865
000000000785,28,18,black,object,2,0.2630552478429782,0.2616949565499878,0.2585000403819206,0.06550178485108757,0.7971014492753623,0.39556740973305704
000000000785,28,18,black,object,2_person,0.2630552478429782,0.2616949565499878,0.2585000403819206,0.06550178485108757,0.7971014492753623,0.39556740973305704
000000000785,28,18,black,object,1,0.2630552478429782,0.2616949565499878,0.2585000403819206,0.06550178485108757,0.7971014492753623,0.39556740973305704
000000000785,28,18,black,object,3,0.24923499933478202,0.2440821118812256,0.2649449055003454,0.053628927439798156,0.7971014492753623,0.3797355610497704
000000000785,28,18,black,object,3_second_skis,0.0,0.0,0.006910072107805125,0.19284300492748838,0.7971014492753623,0.0
000000000785,28,18,black,object,1_person,0.2630552478429782,0.2616949565499878,0.2585000403819206,0.06550178485108757,0.7971014492753623,0.39556740973305704
000000000785,28,18,black,object,3_first_person,0.2630552478429782,0.2616949565499878,0.2585000403819206,0.06550178485108757,0.7971014492753623,0.39556740973305704
000000000785,28,19,pants,object,2,0.317519691025758,0.2634223661135842,0.34170308582445363,0.06347805659971696,0.9420289855072463,0.4749522713785033
000000000785,28,19,pants,object,2_person,0.317519691025758,0.2634223661135842,0.34170308582445363,0.06347805659971696,0.9420289855072463,0.4749522713785033
000000000785,28,19,pants,object,1,0.317519691025758,0.2634223661135842,0.34170308582445363,0.06347805659971696,0.9420289855072463,0.4749522713785033
000000000785,28,19,pants,object,3,0.2865493866125093,0.23522857314943083,0.3639157570714298,0.04729906061514657,0.9420289855072463,0.4394311898923672
000000000785,28,19,pants,object,3_second_skis,0.0006191950464396285,0.0,0.02479486976087768,0.156337456748568,0.9420289855072463,0.0012375766345531398
000000000785,28,19,pants,object,1_person,0.317519691025758,0.2634223661135842,0.34170308582445363,0.06347805659971696,0.9420289855072463,0.4749522713785033
000000000785,28,19,pants,object,3_first_person,0.317519691025758,0.2634223661135842,0.34170308582445363,0.06347805659971696,0.9420289855072463,0.4749522713785033
000000000785,28,20,",",object,2,0.035392608389863196,0.008053101664307677,0.049212224807378004,0.2052934773058442,0.7594202898550725,0.06763318758793993
000000000785,28,20,",",object,2_person,0.035392608389863196,0.008053101664307677,0.049212224807378004,0.2052934773058442,0.7594202898550725,0.06763318758793993
000000000785,28,20,",",object,1,0.035392608389863196,0.008053101664307677,0.049212224807378004,0.2052934773058442,0.7594202898550725,0.06763318758793993
000000000785,28,20,",",object,3,0.03402102324769922,0.007612925054982236,0.05025500995963277,0.19613852656770553,0.7594202898550725,0.06512455277858067
000000000785,28,20,",",object,3_second_skis,0.0,0.0,0.0011905438141114513,0.37402918779071115,0.7594202898550725,0.0
000000000785,28,20,",",object,1_person,0.035392608389863196,0.008053101664307677,0.049212224807378004,0.2052934773058442,0.7594202898550725,0.06763318758793993
000000000785,28,20,",",object,3_first_person,0.035392608389863196,0.008053101664307677,0.049212224807378004,0.2052934773058442,0.7594202898550725,0.06763318758793993
000000000785,28,21,and,object,2,0.016359685249119363,0.00011962616822429907,0.03891289048172328,0.1875871034423163,0.6347826086956522,0.03189730962478868
000000000785,28,21,and,object,2_person,0.016359685249119363,0.00011962616822429907,0.03891289048172328,0.1875871034423163,0.6347826086956522,0.03189730962478868
000000000785,28,21,and,object,1,0.016359685249119363,0.00011962616822429907,0.03891289048172328,0.1875871034423163,0.6347826086956522,0.03189730962478868
000000000785,28,21,and,object,3,0.01586559706312247,0.00011358957247724658,0.04400572675413858,0.14470473591469094,0.6347826086956522,0.030957451363438693
000000000785,28,21,and,object,3_second_skis,0.0,0.0,0.005509365649038202,0.24493721331446636,0.6347826086956522,0.0
000000000785,28,21,and,object,1_person,0.016359685249119363,0.00011962616822429907,0.03891289048172328,0.1875871034423163,0.6347826086956522,0.03189730962478868
000000000785,28,21,and,object,3_first_person,0.016359685249119363,0.00011962616822429907,0.03891289048172328,0.1875871034423163,0.6347826086956522,0.03189730962478868
000000000785,28,22,blue,object,2,0.15990473521994958,0.14456880680323797,0.21267975030633057,0.12390355485575816,0.9507246376811594,0.27376436309869634
000000000785,28,22,blue,object,2_person,0.15990473521994958,0.14456880680323797,0.21267975030633057,0.12390355485575816,0.9507246376811594,0.27376436309869634
000000000785,28,22,blue,object,1,0.15990473521994958,0.14456880680323797,0.21267975030633057,0.12390355485575816,0.9507246376811594,0.27376436309869634
000000000785,28,22,blue,object,3,0.17215572765913062,0.1560318233479461,0.2463643189952696,0.08967923188775087,0.9507246376811594,0.2915229384278389
000000000785,28,22,blue,object,3_second_skis,0.06676032250183239,0.070780909538202,0.04059057588115085,0.15166196807529658,0.9507246376811594,0.12475994418751295
000000000785,28,22,blue,object,1_person,0.15990473521994958,0.14456880680323797,0.21267975030633057,0.12390355485575816,0.9507246376811594,0.27376436309869634
000000000785,28,22,blue,object,3_first_person,0.15990473521994958,0.14456880680323797,0.21267975030633057,0.12390355485575816,0.9507246376811594,0.27376436309869634
000000000785,28,23,ski,object,2,0.16527738665164743,0.1564895808706812,0.15085034187527227,0.11588440838772181,0.7942028985507247,0.2736143338597964
000000000785,28,23,ski,object,2_person,0.16527738665164743,0.1564895808706812,0.15085034187527227,0.11588440838772181,0.7942028985507247,0.2736143338597964
000000000785,28,23,ski,object,1,0.16527738665164743,0.1564895808706812,0.15085034187527227,0.11588440838772181,0.7942028985507247,0.2736143338597964
000000000785,28,23,ski,object,3,0.19714832588976117,0.1850663771406011,0.1824612599308818,0.08377515658630603,0.7942028985507247,0.3158835496560603
000000000785,28,23,ski,object,3_second_skis,0.04904058777373564,0.05336202004917723,0.03475352911479223,0.1378955137946621,0.7942028985507247,0.09237705974178312
000000000785,28,23,ski,object,1_person,0.16527738665164743,0.1564895808706812,0.15085034187527227,0.11588440838772181,0.7942028985507247,0.2736143338597964
000000000785,28,23,ski,object,3_first_person,0.16527738665164743,0.1564895808706812,0.15085034187527227,0.11588440838772181,0.7942028985507247,0.2736143338597964
000000000785,28,24,boots,object,2,0.12626063972057458,0.16516258415699756,0.18645452457595948,0.11661436140030285,0.8260869565217391,0.21904243368031512
000000000785,28,24,boots,object,2_person,0.12626063972057458,0.16516258415699756,0.18645452457595948,0.11661436140030285,0.8260869565217391,0.21904243368031512
000000000785,28,24,boots,object,1,0.12626063972057458,0.16516258415699756,0.18645452457595948,0.11661436140030285,0.8260869565217391,0.21904243368031512
000000000785,28,24,boots,object,3,0.1667210136488564,0.19046861144585162,0.2324738484885636,0.06569566737712848,0.8260869565217391,0.27744752034925235
000000000785,28,24,boots,object,3_second_skis,0.06685174405588143,0.07470941537397917,0.05191867080304275,0.10887216895599389,0.8260869565217391,0.12369349374054323
000000000785,28,24,boots,object,1_person,0.12626063972057458,0.16516258415699756,0.18645452457595948,0.11661436140030285,0.8260869565217391,0.21904243368031512
000000000785,28,24,boots,object,3_first_person,0.12626063972057458,0.16516258415699756,0.18645452457595948,0.11661436140030285,0.8260869565217391,0.21904243368031512
000000000785,28,25,.,object,2,0.08898967958313168,0.08773504533560518,0.11203284118478568,0.1598708942044737,0.736231884057971,0.1587865425428903
000000000785,28,25,.,object,2_person,0.08898967958313168,0.08773504533560518,0.11203284118478568,0.1598708942044737,0.736231884057971,0.1587865425428903
000000000785,28,25,.,object,1,0.08898967958313168,0.08773504533560518,0.11203284118478568,0.1598708942044737,0.736231884057971,0.1587865425428903
000000000785,28,25,.,object,3,0.0866842880665569,0.0832347083104812,0.11550126235084447,0.14257112421856172,0.736231884057971,0.15510628878929736
000000000785,28,25,.,object,3_second_skis,0.0013061471409126532,0.0,0.003910461538395135,0.3225097742294683,0.736231884057971,0.002607668024516402
000000000785,28,25,.,object,1_person,0.08898967958313168,0.08773504533560518,0.11203284118478568,0.1598708942044737,0.736231884057971,0.1587865425428903
000000000785,28,25,.,object,3_first_person,0.08898967958313168,0.08773504533560518,0.11203284118478568,0.1598708942044737,0.736231884057971,0.1587865425428903
000000000785,28,26,The,object,2,0.00760957049828053,0.00355100044653299,0.03983141742234168,0.12326401720529934,0.8840579710144928,0.015089259486979449
000000000785,28,26,The,object,2_person,0.00760957049828053,0.00355100044653299,0.03983141742234168,0.12326401720529934,0.8840579710144928,0.015089259486979449
000000000785,28,26,The,object,1,0.00760957049828053,0.00355100044653299,0.03983141742234168,0.12326401720529934,0.8840579710144928,0.015089259486979449
000000000785,28,26,The,object,3,0.029983664435896083,0.022525789813023854,0.0730969006031096,0.0755985701223762,0.8840579710144928,0.058000197182957375
000000000785,28,26,The,object,3_second_skis,0.04540420819490587,0.04271435614719197,0.034757936900405496,0.19531840062088487,0.8840579710144928,0.08637242713081918
000000000785,28,26,The,object,1_person,0.00760957049828053,0.00355100044653299,0.03983141742234168,0.12326401720529934,0.8840579710144928,0.015089259486979449
000000000785,28,26,The,object,3_first_person,0.00760957049828053,0.00355100044653299,0.03983141742234168,0.12326401720529934,0.8840579710144928,0.015089259486979449
000000000785,28,27,sk,object,2,0.08437702511472894,0.05128661916072842,0.10405797531088481,0.12929617660318166,0.7942028985507247,0.15254725520616855
000000000785,28,27,sk,object,2_person,0.08437702511472894,0.05128661916072842,0.10405797531088481,0.12929617660318166,0.7942028985507247,0.15254725520616855
000000000785,28,27,sk,object,1,0.08437702511472894,0.05128661916072842,0.10405797531088481,0.12929617660318166,0.7942028985507247,0.15254725520616855
000000000785,28,27,sk,object,3,0.12939297124600638,0.10769020251778873,0.15963889169189519,0.0664768511048744,0.7942028985507247,0.2225308193253087
000000000785,28,27,sk,object,3_second_skis,0.06796527241290512,0.11749837233349929,0.05948815008711508,0.08941920246449347,0.7942028985507247,0.12521505239700134
000000000785,28,27,sk,object,1_person,0.08437702511472894,0.05128661916072842,0.10405797531088481,0.12929617660318166,0.7942028985507247,0.15254725520616855
000000000785,28,27,sk,object,3_first_person,0.08437702511472894,0.05128661916072842,0.10405797531088481,0.12929617660318166,0.7942028985507247,0.15254725520616855
000000000785,28,28,ier,object,2,0.04117684495722299,0.030571722013009242,0.06955739212870404,0.16856849369714377,0.6173913043478261,0.07720454153118335
000000000785,28,28,ier,object,2_person,0.04117684495722299,0.030571722013009242,0.06955739212870404,0.16856849369714377,0.6173913043478261,0.07720454153118335
000000000785,28,28,ier,object,1,0.04117684495722299,0.030571722013009242,0.06955739212870404,0.16856849369714377,0.6173913043478261,0.07720454153118335
000000000785,28,28,ier,object,3,0.048661994973044506,0.0351993765424081,0.0830162252790058,0.12890074292043288,0.6173913043478261,0.09021347864865656
